Housing Search Process for Racial and Ethnic Minorities Evaluation Data Files.	2015-04-02	https://www.federalregister.gov/documents/full_text/xml/2015/04/02/2015-07610.xml
Department of Veterans Affairs Federal Docket Management System Commenter Information (VAFDMS—Commenter Info) (140VA00REG).	2020-06-17	https://www.federalregister.gov/documents/full_text/xml/2020/06/17/2020-13002.xml
Army Training Information Architecture—Learning Management System (ATIA-LMS).	2011-06-16	https://www.federalregister.gov/documents/full_text/xml/2011/06/16/2011-14935.xml
Impact Evaluation of Training in Multi-Tiered Systems of Support for Behavior.	2015-03-30	https://www.federalregister.gov/documents/full_text/xml/2015/03/30/2015-07321.xml
Federal Bureau of Investigation Whistleblower Case Files, Justice/JMD-023.	2020-09-30	https://www.federalregister.gov/documents/full_text/xml/2020/09/30/2020-21633.xml
Air Force Blood Program (June 16, 2003, 68 FR 35646), Reason: Defense Health Agency has published a new System of Record Notice entitled “EDHA 25 DoD, Enterprise Blood Management System (EBMS)” to cover all DoD medical facilities Blood Programs.	2015-03-26	https://www.federalregister.gov/documents/full_text/xml/2015/03/26/2015-06882.xml
Office of Inspector General Warehouse and Learning System (OWLS), DOL/OIG-12.	2020-09-28	https://www.federalregister.gov/documents/full_text/xml/2020/09/28/2020-21279.xml
Federal Competency Assessment Records, OPM/Central-22.	2020-08-20	https://www.federalregister.gov/documents/full_text/xml/2020/08/20/2020-18258.xml
Department of Justice, , Giglio,  Information Files.	2015-03-26	https://www.federalregister.gov/documents/full_text/xml/2015/03/26/2015-06934.xml
Workers' Compensation-Occupational Safety and Health/Management Information System—VA.	2008-08-05	https://www.federalregister.gov/documents/full_text/xml/2008/08/05/E8-17899.xml
Military OneSource (MOS) Case Management System (CMS), DPR 45 DoD.	2020-09-23	https://www.federalregister.gov/documents/full_text/xml/2020/09/23/2020-21017.xml
Hours of Duty Records (May 25, 2004, 69 FR 29705).	2004-11-16	https://www.federalregister.gov/documents/full_text/xml/2004/11/16/04-25336.xml
Computer/Electronic Accommodations Program, DHRA 15.	2020-09-23	https://www.federalregister.gov/documents/full_text/xml/2020/09/23/2020-21016.xml
Military Health Information System, EDHA 07.	2020-06-15	https://www.federalregister.gov/documents/full_text/xml/2020/06/15/2020-12839.xml
FCA-18—Inspector General Investigative Files—FCA.	2020-08-20	https://www.federalregister.gov/documents/full_text/xml/2020/08/20/2020-18225.xml
Security and Counterintelligence Records.	2011-06-16	https://www.federalregister.gov/documents/full_text/xml/2011/06/16/2011-14941.xml
National Language Service Corps (NLSC) Records, DHRA 07.	2020-09-23	https://www.federalregister.gov/documents/full_text/xml/2020/09/23/2020-21008.xml
FCA-8—FCA Information Technology User Access and Usage Records—FCA.	2020-08-20	https://www.federalregister.gov/documents/full_text/xml/2020/08/20/2020-18223.xml
FCC Telework Program.	2015-03-26	https://www.federalregister.gov/documents/full_text/xml/2015/03/26/2015-06935.xml
NCPC-4, Asset Management System.	2020-09-09	https://www.federalregister.gov/documents/full_text/xml/2020/09/09/2020-19820.xml
Commander's Risk Reduction Dashboard (CRRD), A0600-63 DAPE G-1.	2020-06-11	https://www.federalregister.gov/documents/full_text/xml/2020/06/11/2020-12651.xml
NCPC-2, NCPC Physical Access Control and Visitor Management System.	2020-09-09	https://www.federalregister.gov/documents/full_text/xml/2020/09/09/2020-19818.xml
FCA-13—Correspondence Files—FCA.	2020-08-13	https://www.federalregister.gov/documents/full_text/xml/2020/08/13/2020-17737.xml
United States European Command (USEUCOM) Security Clearance Database	2015-03-24	https://www.federalregister.gov/documents/full_text/xml/2015/03/24/2015-06665.xml
CFPB.009—Employee Administrative Records System.	2020-08-11	https://www.federalregister.gov/documents/full_text/xml/2020/08/11/2020-16291.xml
NCPC-3, NCPC Financial System.	2020-09-09	https://www.federalregister.gov/documents/full_text/xml/2020/09/09/2020-19819.xml
Health Claims Data Warehouse (HCDW).	2011-06-15	https://www.federalregister.gov/documents/full_text/xml/2011/06/15/2011-14839.xml
Skills Catalogue Records, State-49.	2020-09-09	https://www.federalregister.gov/documents/full_text/xml/2020/09/09/2020-19865.xml
Technology Fellowship and Enrichment Programs and Events, QNRO-30.	2020-06-08	https://www.federalregister.gov/documents/full_text/xml/2020/06/08/2020-12296.xml
Passport Records.	2015-03-24	https://www.federalregister.gov/documents/full_text/xml/2015/03/24/2015-06691.xml
Transportation Subsidy Program Records, OSHRC-3.	2020-08-31	https://www.federalregister.gov/documents/full_text/xml/2020/08/31/2020-19168.xml
Department of Defense Education Activity Summer Workshop Application, DoDEA 28.	2020-02-27	https://www.federalregister.gov/documents/full_text/xml/2020/02/27/2020-03953.xml
Disaster Recovery Assistance Files. 	2004-11-15	https://www.federalregister.gov/documents/full_text/xml/2004/11/15/04-25284.xml
FRTIB-1, Thrift Savings Plan Records.	2020-08-28	https://www.federalregister.gov/documents/full_text/xml/2020/08/28/2020-18944.xml
Department of Education Cybersecurity Excellence Award (18-04-05).	2020-08-04	https://www.federalregister.gov/documents/full_text/xml/2020/08/04/2020-16855.xml
Person Authentication Service (PAS).	2015-03-20	https://www.federalregister.gov/documents/full_text/xml/2015/03/20/2015-06503.xml
Use of Shredded U.S. Currency System—Treasury/BEP.	2015-03-17	https://www.federalregister.gov/documents/full_text/xml/2015/03/17/2015-06023.xml
“Investigative Database—OMI-VA” (162VA10E1B).	2020-02-07	https://www.federalregister.gov/documents/full_text/xml/2020/02/07/2020-02482.xml
Occupational Health Epidemiological Studies and EEOICPA Program Records and WTC Health Program Records, HHS/CDC/NIOSH	2011-06-14	https://www.federalregister.gov/documents/full_text/xml/2011/06/14/2011-14807.xml
Impact Evaluation of Support for Principals.	2015-03-17	https://www.federalregister.gov/documents/full_text/xml/2015/03/17/2015-06102.xml
COMMERCE/CENSUS-5, Decennial Census Programs.	2020-08-25	https://www.federalregister.gov/documents/full_text/xml/2020/08/25/2020-18660.xml
FCA-5—Assignments and Communication Tracking System—FCA.	2020-06-04	https://www.federalregister.gov/documents/full_text/xml/2020/06/04/2020-12097.xml
Personnel Investigation and Security Clearance Records for the Department of Justice, [Insert after System Name the following heading.]	2004-11-10	https://www.federalregister.gov/documents/full_text/xml/2004/11/10/04-25055.xml
DHS/CBP-005 Advanced Passenger Information System (APIS).	2015-03-13	https://www.federalregister.gov/documents/full_text/xml/2015/03/13/2015-05798.xml
Electronic Disability (eDib) Claim File, 60-0320.	2020-06-04	https://www.federalregister.gov/documents/full_text/xml/2020/06/04/2020-12067.xml
FCA-12—Health and Life Insurance Records—FCA.	2020-08-03	https://www.federalregister.gov/documents/full_text/xml/2020/08/03/2020-16701.xml
DHS/FEMA-004 Non-Disaster Grant Management Information Files. 	2015-03-13	https://www.federalregister.gov/documents/full_text/xml/2015/03/13/2015-05799.xml
Identity Management System (IDMS) Records, State-72.	2020-08-03	https://www.federalregister.gov/documents/full_text/xml/2020/08/03/2020-16715.xml
FCA-9—Personnel Security Files—FCA.	2020-08-03	https://www.federalregister.gov/documents/full_text/xml/2020/08/03/2020-16698.xml
Health Care Provider Credentialing and Privileging Records-VA (77VA10E2E).	2020-02-07	https://www.federalregister.gov/documents/full_text/xml/2020/02/07/2020-02477.xml
FCA-16—Examiner Training and Education Records—FCA.	2020-07-31	https://www.federalregister.gov/documents/full_text/xml/2020/07/31/2020-16621.xml
FCA-17—Organization Locator and Personnel Roster System—FCA.	2020-07-31	https://www.federalregister.gov/documents/full_text/xml/2020/07/31/2020-16620.xml
Consolidated Data Information System-VA 	2015-03-03	https://www.federalregister.gov/documents/full_text/xml/2015/03/03/2015-04313.xml
Foreign Service Personnel Records.	2015-03-03	https://www.federalregister.gov/documents/full_text/xml/2015/03/03/2015-04305.xml
FCA-15—General Training Records—FCA.	2020-07-31	https://www.federalregister.gov/documents/full_text/xml/2020/07/31/2020-16617.xml
INTERIOR/DOI-21, eRulemaking Program.	2020-06-02	https://www.federalregister.gov/documents/full_text/xml/2020/06/02/2020-11770.xml
Department of Homeland Security U.S. Citizenship and Immigration Services, Immigration and Customs Enforcement, Customs and Border Protection—001 Alien File, Index, and National File Tracking System of Records.	2011-06-13	https://www.federalregister.gov/documents/full_text/xml/2011/06/13/2011-14489.xml
Department of Homeland Security (DHS)/ALL-047 Records Related to DHS Personnel, Long-Term Trainees, Contractors, and Visitors During a Declared Public Health Emergency System of Records.	2020-07-30	https://www.federalregister.gov/documents/full_text/xml/2020/07/30/2020-16466.xml
“Spinal Cord Injuries and Disorders (SCI/D) Registry and Outcomes Program-VA” (108VA10NC9)	2020-02-07	https://www.federalregister.gov/documents/full_text/xml/2020/02/07/2020-02479.xml
Financial Management Online (FM Online), DUSDC 03.	2020-06-02	https://www.federalregister.gov/documents/full_text/xml/2020/06/02/2020-11860.xml
FRB—General File of the Community Advisory Council	2015-02-26	https://www.federalregister.gov/documents/full_text/xml/2015/02/26/2015-03878.xml
Integrated Personnel and Pay System—Army (IPPS-A) Records.	2011-06-09	https://www.federalregister.gov/documents/full_text/xml/2011/06/09/2011-14309.xml
National Evaluation of the Striving Readers Comprehensive Literacy and Comprehensive Literacy State Development Programs (18-13-45).	2020-07-27	https://www.federalregister.gov/documents/full_text/xml/2020/07/27/2020-16201.xml
Personnel Security System (PSS) 2.0—EPA-83.	2020-05-29	https://www.federalregister.gov/documents/full_text/xml/2020/05/29/2020-11356.xml
Medical Records	2015-02-11	https://www.federalregister.gov/documents/full_text/xml/2015/02/11/2015-02837.xml
Education Debt Reduction Program-VA (115VA10A2)	2020-07-24	https://www.federalregister.gov/documents/full_text/xml/2020/07/24/2020-16114.xml
EOIR, Attorney Discipline System, EOIR-003.	2020-05-29	https://www.federalregister.gov/documents/full_text/xml/2020/05/29/2020-11528.xml
Freedom of Information Act and Privacy Act Records.	2011-06-08	https://www.federalregister.gov/documents/full_text/xml/2011/06/08/2011-14057.xml
Epidemic Investigation Case Records, 09-20-0113.	2020-07-20	https://www.federalregister.gov/documents/full_text/xml/2020/07/20/2020-15564.xml
FRTIB-19, Freedom of Information Act Records.	2020-07-17	https://www.federalregister.gov/documents/full_text/xml/2020/07/17/2020-15468.xml
Agent Orange Registry—VA (105VA10P4Q)	2020-02-07	https://www.federalregister.gov/documents/full_text/xml/2020/02/07/2020-02478.xml
Internet-based Telecommunications Relay Service-User Registration Database (ITRS-URD) Program.	2015-02-09	https://www.federalregister.gov/documents/full_text/xml/2015/02/09/2015-02530.xml
Executive Photographs, DFC/08.	2020-07-16	https://www.federalregister.gov/documents/full_text/xml/2020/07/16/2020-15398.xml
Department of Homeland Security (DHS)/U.S. Citizenship and Immigration Services (USCIS)-004 Systematic Alien Verification for Entitlements Program System of Records.	2020-05-27	https://www.federalregister.gov/documents/full_text/xml/2020/05/27/2020-11390.xml
U.S. Army Claims Service Management Information System. 	2008-08-01	https://www.federalregister.gov/documents/full_text/xml/2008/08/01/E8-17604.xml
Mobilization Deployment Management Information System (MDMIS), DoD 0003	2020-07-08	https://www.federalregister.gov/documents/full_text/xml/2020/07/08/2020-14655.xml
Health and Fitness Evaluation Records, QNRO-01.	2020-07-06	https://www.federalregister.gov/documents/full_text/xml/2020/07/06/2020-14373.xml
Regulatory Enforcement Record System.	2015-01-28	https://www.federalregister.gov/documents/full_text/xml/2015/01/28/2015-01515.xml
Navy Family Accountability and Assessment System (NFAAS) (August 16, 2007, 72 FR 46045).	2015-01-22	https://www.federalregister.gov/documents/full_text/xml/2015/01/22/2015-00910.xml
DCAA Management Information System (DMIS) (March 5, 2013, 78 FR 14284).	2015-01-21	https://www.federalregister.gov/documents/full_text/xml/2015/01/21/2015-00892.xml
General Personnel Records.	2011-06-07	https://www.federalregister.gov/documents/full_text/xml/2011/06/07/2011-13971.xml
Defense Civilian Human Resource Management System (DCHRMS), DHRA 23 DoD.	2020-01-28	https://www.federalregister.gov/documents/full_text/xml/2020/01/28/2020-01431.xml
Representative Disqualification, Suspension and Non-Recognition Information File	2015-01-07	https://www.federalregister.gov/documents/full_text/xml/2015/01/07/2014-30969.xml
Medical Expense Claim Files.	2008-08-01	https://www.federalregister.gov/documents/full_text/xml/2008/08/01/E8-17607.xml
AmeriCorps*VISTA Volunteer Management System Files—Corporation-18.	2020-01-23	https://www.federalregister.gov/documents/full_text/xml/2020/01/23/2020-01080.xml
Employee Time, Attendance, and Payroll Records.	2015-01-06	https://www.federalregister.gov/documents/full_text/xml/2015/01/06/2014-30912.xml
CFPB.001—Freedom of Information Act/Privacy Act System.	2020-01-22	https://www.federalregister.gov/documents/full_text/xml/2020/01/22/2020-00141.xml
M/SEC-Office of Security (Personal Identity Verification (PIV) System).	2011-06-06	https://www.federalregister.gov/documents/full_text/xml/2011/06/06/2011-13364.xml
Social Security Administration (SSA), Parking Management Record System, 60-0230	2020-04-29	https://www.federalregister.gov/documents/full_text/xml/2020/04/29/2020-09074.xml
CFPB.021—Consumer Education and Engagement Records.	2020-01-22	https://www.federalregister.gov/documents/full_text/xml/2020/01/22/2020-00130.xml
Matter Tracking System (MTS)-VA, (190VA70).	2020-04-24	https://www.federalregister.gov/documents/full_text/xml/2020/04/24/2020-08615.xml
Delete entry and replace with “Recovery Coordination Program Support Solution.”	2014-12-30	https://www.federalregister.gov/documents/full_text/xml/2014/12/30/2014-30364.xml
Occupational Health Epidemiological Studies and EEOICPA Program Records and WTC Health Program Records, HHS/CDC/NIOSH. 	2011-05-27	https://www.federalregister.gov/documents/full_text/xml/2011/05/27/2011-13470.xml
FCC/PSHSB-1, FCC Emergency and Continuity Alerts and Contacts System (ECACS).	2020-04-24	https://www.federalregister.gov/documents/full_text/xml/2020/04/24/2020-08723.xml
Center for Verification and Evaluation (CVE) VA VetBiz Vendor Information Pages (VIP) (181VAOSDBU)	2020-04-23	https://www.federalregister.gov/documents/full_text/xml/2020/04/23/2020-08610.xml
Project Participant File.	2014-12-22	https://www.federalregister.gov/documents/full_text/xml/2014/12/22/2014-29760.xml
Driver waiver/exemption file.	2004-11-09	https://www.federalregister.gov/documents/full_text/xml/2004/11/09/04-24969.xml
CFPB.003—Non-depository Supervision Database.	2020-01-22	https://www.federalregister.gov/documents/full_text/xml/2020/01/22/2020-00139.xml
Inspector General Enterprise Management System (IGEMS) Hotline Module. EPA-30	2020-04-20	https://www.federalregister.gov/documents/full_text/xml/2020/04/20/2020-08288.xml
Criminal Investigation Accreditation and Polygraph Examiner Evaluation Files (February 7, 2001, 66 FR 9298)	2014-12-18	https://www.federalregister.gov/documents/full_text/xml/2014/12/18/2014-29595.xml
EPA's Light-Duty In-Use Vehicle Testing Program Information System.	2011-05-24	https://www.federalregister.gov/documents/full_text/xml/2011/05/24/2011-12768.xml
CFPB.002—Depository Institution Supervision Database.	2020-01-22	https://www.federalregister.gov/documents/full_text/xml/2020/01/22/2020-00140.xml
Inspector General Enterprise Management System (IGEMS) Audits, Assignment and Project Management Actuals Modules. EPA-42.	2020-04-08	https://www.federalregister.gov/documents/full_text/xml/2020/04/08/2020-05912.xml
Tort Claim Files in Litigation	2008-08-01	https://www.federalregister.gov/documents/full_text/xml/2008/08/01/E8-17609.xml
National Security Education Program—Information Technology (NSEP-IT) System, DHRA 09.	2020-04-03	https://www.federalregister.gov/documents/full_text/xml/2020/04/03/2020-06965.xml
CFPB.004—Enforcement Database.	2020-01-22	https://www.federalregister.gov/documents/full_text/xml/2020/01/22/2020-00132.xml
Government Telephone Use Records.	2011-11-28	https://www.federalregister.gov/documents/full_text/xml/2011/11/28/2011-30539.xml
BGFRS-43, “FRB—Security Sharing Platform”	2020-04-01	https://www.federalregister.gov/documents/full_text/xml/2020/04/01/2020-06507.xml
CFPB.017—Small Business Review Panels and Cost of Credit Consultations.	2020-01-22	https://www.federalregister.gov/documents/full_text/xml/2020/01/22/2020-00131.xml
Employee Adverse Action and Disciplinary Records System.	2014-11-25	https://www.federalregister.gov/documents/full_text/xml/2014/11/25/2014-27912.xml
Defense Travel System (DTS), DHRA 08 DoD.	2020-03-27	https://www.federalregister.gov/documents/full_text/xml/2020/03/27/2020-06467.xml
INTERIOR/DOI-46, Physical Security Access Files.	2020-01-21	https://www.federalregister.gov/documents/full_text/xml/2020/01/21/2020-00355.xml
DoDEA Travel Orders Processing System (TOPS).	2011-05-19	https://www.federalregister.gov/documents/full_text/xml/2011/05/19/2011-12323.xml
1. INTERIOR/WBR-15, Land Settlement Entries., 2. INTERIOR/WBR-17, Lands—Leases, Sales, Rentals, and Transfers., 3. INTERIOR/WBR-19, Mineral Location Entries., 4. INTERIOR/WBR-22, Oil and Gas Applications., 5. INTERIOR/WBR-28, Real Property and Right-of-Way Acquisitions., 6. INTERIOR/WBR-29, Right-of-Way Applications., 7. INTERIOR/WBR-32, Special Use Applications, Licenses, and Permits., 8. INTERIOR/WBR-41, Permits., 9. INTERIOR/WBR-43, Real Estate Comparable Sales Data Storage.	2020-03-20	https://www.federalregister.gov/documents/full_text/xml/2020/03/20/2020-05920.xml
APHIS Animal Health Surveillance and Monitoring System, USDA-APHIS-15. 	2011-11-28	https://www.federalregister.gov/documents/full_text/xml/2011/11/28/2011-30429.xml
Defense Medical Human Resources System internet (DMHRSi) (November 18, 2013, 78 FR 69076)., Changes	2014-11-19	https://www.federalregister.gov/documents/full_text/xml/2014/11/19/2014-27366.xml
Justice Federal Docket Management System (Justice FDMS), JUSTICE/DOJ-013.	2020-03-17	https://www.federalregister.gov/documents/full_text/xml/2020/03/17/2020-05456.xml
Financial Management System—Next Generation (FMS-NG).	2020-01-21	https://www.federalregister.gov/documents/full_text/xml/2020/01/21/2020-00820.xml
Information requests—Freedom of Information Act (April 7, 2003, 68 FR 16787)	2011-05-19	https://www.federalregister.gov/documents/full_text/xml/2011/05/19/2011-12317.xml
COPS Management System: NexGen (CMS:NxG), JUSTICE/COPS-003.	2020-01-21	https://www.federalregister.gov/documents/full_text/xml/2020/01/21/2020-00786.xml
	2014-11-04	https://www.federalregister.gov/documents/full_text/xml/2014/11/04/2014-26100.xml
Department of Homeland Security/U.S. Citizenship and Immigration Services-002 Background Check Service System of Records and Department of Homeland Security/U.S. Citizenship and Immigration Services-003 Biometric Storage System.	2020-03-11	https://www.federalregister.gov/documents/full_text/xml/2020/03/11/2020-04977.xml
Department of Homeland Security/U.S. Customs and Border Protection-017 Analytical Framework for Intelligence.	2020-03-11	https://www.federalregister.gov/documents/full_text/xml/2020/03/11/2020-04982.xml
Department of Transportation/Federal Aviation Administration (DOT/FAA) 813 Civil Aviation Security System of Records	2020-01-17	https://www.federalregister.gov/documents/full_text/xml/2020/01/17/2020-00670.xml
Interior, OS-11, “Account Reconciliation Tool (ART).” 	2008-07-31	https://www.federalregister.gov/documents/full_text/xml/2008/07/31/E8-17582.xml
Department of Homeland Security (DHS)/ALL-044 eRulemaking.	2020-03-11	https://www.federalregister.gov/documents/full_text/xml/2020/03/11/2020-04983.xml
Domestic Hemp Production Program, USDA/AMS-07	2020-01-16	https://www.federalregister.gov/documents/full_text/xml/2020/01/16/2020-00658.xml
Labor and Employee Relations Information System (LERIS)	2014-11-04	https://www.federalregister.gov/documents/full_text/xml/2014/11/04/2014-26175.xml
Department of Defense Education Activity Summer Workshop Application.	2011-05-18	https://www.federalregister.gov/documents/full_text/xml/2011/05/18/2011-12228.xml
Department of Homeland Security (DHS)/U.S. Customs and Border Protection (CBP)-002 Trusted and Registered Traveler Programs (TRTP).	2020-03-11	https://www.federalregister.gov/documents/full_text/xml/2020/03/11/2020-04980.xml
Invention, Patent, and Licensing Documents Submitted to the Public Health Service by its Employees, Grantees, Fellowship Recipients, and Contractors, 09-25-0168.	2020-01-16	https://www.federalregister.gov/documents/full_text/xml/2020/01/16/2020-00633.xml
DHS/USCG-010 Physical Disability Evaluation System Files System of Records 	2014-10-31	https://www.federalregister.gov/documents/full_text/xml/2014/10/31/2014-25909.xml
DHS/USCG-012 Request for Remission of Indebtedness System of Records.	2014-10-31	https://www.federalregister.gov/documents/full_text/xml/2014/10/31/2014-25913.xml
Department of Homeland Security (DHS) DHS/ALL-038 Insider Threat Program System of Records.	2020-03-10	https://www.federalregister.gov/documents/full_text/xml/2020/03/10/2020-04795.xml
DHS/USCG-029 Notice of Arrival and Departure System of Records 	2014-10-31	https://www.federalregister.gov/documents/full_text/xml/2014/10/31/2014-25905.xml
VA VetBiz Assistance Program Pages—VA (132VA00VE). 	2004-10-28	https://www.federalregister.gov/documents/full_text/xml/2004/10/28/04-24078.xml
Classified Material Access Files, B0502-03-2.	2020-01-16	https://www.federalregister.gov/documents/full_text/xml/2020/01/16/2020-00582.xml
DHS/USCG-018 Exchange System and Morale Well-Being and Recreation System Files System of Records. 	2014-10-31	https://www.federalregister.gov/documents/full_text/xml/2014/10/31/2014-25907.xml
DISA Inspector General Investigative Tracker (DIGit).	2014-10-30	https://www.federalregister.gov/documents/full_text/xml/2014/10/30/2014-25806.xml
Department of the Treasury, Bureau of the Fiscal Service .020—U.S. Treasury Securities Fraud Information System.	2020-02-27	https://www.federalregister.gov/documents/full_text/xml/2020/02/27/2020-03969.xml
National Geospatial-Intelligence Agency Maritime Safety Office Metrics Database, NGA-005.	2020-01-16	https://www.federalregister.gov/documents/full_text/xml/2020/01/16/2020-00567.xml
The Directorate of Science & Technology Personnel Radiation Exposure Records	2008-12-11	https://www.federalregister.gov/documents/full_text/xml/2008/12/11/E8-29398.xml
Mandatory Declassification Review Files (October 28, 2011, 76 FR 66916).	2014-10-30	https://www.federalregister.gov/documents/full_text/xml/2014/10/30/2014-25820.xml
Contracting Officer Designation Files, B1202-17.	2020-02-27	https://www.federalregister.gov/documents/full_text/xml/2020/02/27/2020-03931.xml
Department of Defense Biometric Information Systems and Army Information Assurance for Automated Information Systems (AIS).	2008-07-29	https://www.federalregister.gov/documents/full_text/xml/2008/07/29/E8-17318.xml
DHS/ALL—017 General Legal Records System of Records. 	2011-11-23	https://www.federalregister.gov/documents/full_text/xml/2011/11/23/2011-30175.xml
Social Security Online Accounting and Reporting System, 60-0231	2020-01-14	https://www.federalregister.gov/documents/full_text/xml/2020/01/14/2020-00331.xml
Notice of Arrival and Departure Information (NOAD) 	2008-12-11	https://www.federalregister.gov/documents/full_text/xml/2008/12/11/E8-29279.xml
Military Justice Files (August 5, 2003, 68 FR 46168)	2014-10-27	https://www.federalregister.gov/documents/full_text/xml/2014/10/27/2014-25480.xml
Tuition Assistance Case Files (August 9, 1996, 61 FR 41572).	2014-10-20	https://www.federalregister.gov/documents/full_text/xml/2014/10/20/2014-24767.xml
Combat Trauma Registry Expeditionary Medical Encounter Database (CTR EMED).	2011-05-13	https://www.federalregister.gov/documents/full_text/xml/2011/05/13/2011-11769.xml
Computerized Homes Underwriting Management System (CHUMS)-F-17/Loan Application Management System (LAMS)—P292.	2014-10-20	https://www.federalregister.gov/documents/full_text/xml/2014/10/20/2014-24861.xml
Expelled or Barred Person Files (February 22, 1993, 58 FR 10002).	2008-07-29	https://www.federalregister.gov/documents/full_text/xml/2008/07/29/E8-17322.xml
Military OneSource (MOS) Case Management System (CMS)	2014-10-15	https://www.federalregister.gov/documents/full_text/xml/2014/10/15/2014-24413.xml
Electronic Information Systems Activity and Access Records.	2014-09-30	https://www.federalregister.gov/documents/full_text/xml/2014/09/30/2014-22718.xml
Defense Finance & Accounting Service Transaction Interface Module (DTIM) (May 28, 2013, 78 FR 31905)	2014-09-26	https://www.federalregister.gov/documents/full_text/xml/2014/09/26/2014-22896.xml
INTERIOR/Reclamation-12, Inventions and Patents.	2019-12-27	https://www.federalregister.gov/documents/full_text/xml/2019/12/27/2019-27944.xml
Delete entry and replace with “Defense Transportation System (DTS) Records.”	2014-09-26	https://www.federalregister.gov/documents/full_text/xml/2014/09/26/2014-22857.xml
Flying Training Records—Student (June 11, 1997, 62 FR 31793)	2014-09-25	https://www.federalregister.gov/documents/full_text/xml/2014/09/25/2014-22753.xml
Electronic Credentials for Personal Identity Verification—NRC 45.	2019-12-27	https://www.federalregister.gov/documents/full_text/xml/2019/12/27/2019-27584.xml
Joint Satellite Communications (SATCOM) Management Enterprise (JSME) (June 20, 2012, 77 FR 37006)	2014-09-24	https://www.federalregister.gov/documents/full_text/xml/2014/09/24/2014-22642.xml
Section 1512 Data System (1512 Data System). 	2011-05-10	https://www.federalregister.gov/documents/full_text/xml/2011/05/10/2011-11296.xml
OneVoice Customer Relationship Management—Department of the Treasury/Bureau of the Fiscal Service.	2014-09-19	https://www.federalregister.gov/documents/full_text/xml/2014/09/19/2014-22366.xml
OGE/INTERNAL-6, Online Registration for OGE-Hosted Meetings and Events.	2019-12-20	https://www.federalregister.gov/documents/full_text/xml/2019/12/20/2019-27516.xml
Department of Homeland Security (DHS)/United States Coast Guard (USCG)-032 Asset Logistics Management Information System (ALMIS).	2018-05-01	https://www.federalregister.gov/documents/full_text/xml/2018/05/01/2018-09231.xml
Interior, DOI-86, “Accounts Receivable: FBMS.” 	2008-07-28	https://www.federalregister.gov/documents/full_text/xml/2008/07/28/E8-17250.xml
Multifamily Housing (MFH) Application Submission and Processing (ASAP) System—P280. 	2014-09-17	https://www.federalregister.gov/documents/full_text/xml/2014/09/17/2014-22183.xml
Case Records System.	2014-09-17	https://www.federalregister.gov/documents/full_text/xml/2014/09/17/2014-22164.xml
